dataelement,shortname,code,dataelementuid,dataelementdesc
"VMMC_TOTALCIRC_SUBNAT (N, SUBNAT, Age) TARGET: Voluntary Circumcised","VMMC_TOTALCIRC_SUBNAT (N, SUBNAT, Age) TARGET",VMMC_TOTALCIRC_SUBNAT_N_SUBNAT_Age_TARGET,tIzTB9vtOCK,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period"
"VMMC_TOTALCIRC_SUBNAT (N, SUBNAT) TARGET: Voluntary Circumcised","VMMC_TOTALCIRC_SUBNAT (N, SUBNAT) TARGET",VMMC_TOTALCIRC_SUBNAT_N_SUBNAT_TARGET,GyG0eMTf8tZ,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period"
"DIAGNOSED_NAT (N, NAT, Age/Sex) TARGET: HIV Known Status","DIAGNOSED_NAT (N, NAT, Age/Sex) TARGET",DIAGNOSED_NAT_N_NAT_Age_Sex_TARGET,Yqmh2k2yd41,"Number of people living with HIV who know their status"
"DIAGNOSED_NAT (N, NAT, Sex) TARGET: HIV Known Status","DIAGNOSED_NAT (N, NAT, Sex) TARGET",DIAGNOSED_NAT_N_NAT_Sex_TARGET,brInmpKZ1wR,"Number of people living with HIV who know their status"
"DIAGNOSED_NAT (N, NAT) TARGET: HIV Known Status","DIAGNOSED_NAT (N, NAT) TARGET",DIAGNOSED_NAT_N_NAT_TARGET,UNXILkMuVZz,"Number of people living with HIV who know their status"
"KP_MAT_NAT (N, NAT, Sex) TARGET: PWID on MAT","KP_MAT_NAT (N, NAT, Sex) TARGET",KP_MAT_N_NAT_Sex_TARGET,LGyQUwuK3lp,"Number of people who inject drugs (PWID) on medication assisted therapy (MAT) for at least 6 months"
"KP_MAT_NAT (N, NAT) TARGET: PWID on MAT","KP_MAT_NAT (N, NAT) TARGET",KP_MAT_N_NAT_TARGET,SZQPSyIdHpr,"Number of people who inject drugs (PWID) on medication assisted therapy (MAT) for at least 6 months"
"PMTCT_ARV_NAT (D, NAT) TARGET: ARVs","PMTCT_ARV_NAT (D, NAT) TARGET",PMTCT_ARV_D_NAT_TARGET,OGIOaxtwtu7,"Number of HIV-positive pregnant women who received antiretrovirals to reduce risk of mother-to-child-transmission"
"PMTCT_ARV_NAT (N, NAT, NewExistingArt) TARGET: ARVs","PMTCT_ARV_NAT (N, NAT, NewExistArt) TARGET",PMTCT_ARV_NAT_N_NAT_NewExistArt_TARGET,JGdLIsOJBgT,"Number of HIV-positive pregnant women who received antiretrovirals to reduce risk of mother-to-child-transmission"
"PMTCT_STAT_NAT (D, NAT) TARGET: Known Results","PMTCT_STAT_NAT (D, NAT) TARGET",PMTCT_STAT_D_NAT_TARGET,wWCPwnSeheY,"Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services."
"PMTCT_STAT_NAT (N, NAT, KnownNewPosNewNeg) TARGET: Known Results","PMTCT_STAT_NAT (N, NAT, KnownPosNeg) TARGET",PMTCT_STAT_NAT_N_NAT_KnownPosNeg_TARGET,tnJjYp1VPJ7,"Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services."
"PMTCT_STAT_NAT (N, NAT) TARGET: Known Results","PMTCT_STAT_NAT (N, NAT) TARGET",PMTCT_STAT_N_NAT_TARGET,N2kFiN4J7Y9,"Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services."
"TX_CURR_NAT (N, NAT, Age/Sex) TARGET: Receiving ART","TX_CURR_NAT (N, NAT, Age/Sex) TARGET",TX_CURR_NAT_N_NAT_Age_Sex_TARGET,MCya9ihz5Yh,"Number of adults and children currently receiving antiretroviral therapy (ART)"
"TX_CURR_NAT (N, NAT, Sex) TARGET: Receiving ART","TX_CURR_NAT (N, NAT, Sex) TARGET",TX_CURR_N_NAT_Sex_TARGET,Kx6zjHMU71y,"Number of adults and children currently receiving antiretroviral therapy (ART)"
"TX_CURR_NAT (N, NAT) TARGET: Receiving ART","TX_CURR_NAT (N, NAT) TARGET",TX_CURR_N_NAT_TARGET,mxAZxVqiyHR,"Number of adults and children currently receiving antiretroviral therapy (ART)"
"VL_SUPPRESSION_NAT (N, NAT, Age/Sex) TARGET: Suppressed Viral Load","VL_SUPPRESSION_NAT (N, NAT, Age/Sex) TARGET",VL_SUPPRESSION_NAT_N_NAT_Age_Sex_TARGET,BirpGzGPA1O,"Number of adults and children receiving antiretroviral therapy in the reporting period with suppressed viral load (i.e. ≤1000 copies)"
"VL_SUPPRESSION_NAT (N, NAT, Sex) TARGET: Suppressed Viral Load","VL_SUPPRESSION_NAT (N, NAT, Sex) TARGET",VL_SUPPRESSION_NAT_N_NAT_Sex_TARGET,nWIGTXETA3I,"Number of adults and children receiving antiretroviral therapy in the reporting period with suppressed viral load (i.e. ≤1000 copies)"
"VL_SUPPRESSION_NAT (N, NAT) TARGET: Suppressed Viral Load","VL_SUPPRESSION_NAT (N, NAT) TARGET",VL_SUPPRESSION_NAT_N_NAT_TARGET,kldY30d6eMp,"Number of adults and children receiving antiretroviral therapy in the reporting period with suppressed viral load (i.e. ≤1000 copies)"
"VL_SUPPRESSION_NAT (N, NAT, TestIndication) TARGET: Suppressed Viral Load","VL_SUPPRESSION_NAT (N, NAT, TestIndication) TARGET",VL_SUPPRESSION_NAT_N_NAT_TestIndication_TARGET,rT8lBcQzIG0,"Number of adults and children receiving antiretroviral therapy in the reporting period with suppressed viral load (i.e. ≤1000 copies)"
"VMMC_CIRC_NAT (N, NAT, Age) TARGET v2: Voluntary Circumcised","VMMC_CIRC_NAT (N, NAT, Age) TARGET v2",VMMC_CIRC_NAT_N_NAT_Age_TARGET_v2,eAoZWfjVTib,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period"
"VMMC_CIRC_NAT (N, NAT) TARGET: Voluntary Circumcised","VMMC_CIRC_NAT (N, NAT) TARGET",VMMC_CIRC_N_NAT_TARGET,BRm2a2Ccwru,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period"
"VMMC_TOTALCIRC_NAT (N, NAT, Age) TARGET: Voluntary Circumcised","VMMC_TOTALCIRC_NAT (N, NAT, Age) TARGET",VMMC_TOTALCIRC_NAT_N_NAT_Age_TARGET,g69ABSKiqW6,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period"
"VMMC_TOTALCIRC_NAT (N, NAT) TARGET: Voluntary Circumcised","VMMC_TOTALCIRC_NAT (N, NAT) TARGET",VMMC_TOTALCIRC_NAT_N_NAT_TARGET,IZx8JRBZLZP,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period"
"GEND_GBV (N, DSD_NARRATIVE) TARGET: GBV Care","GEND_GBV (N, DSD_NARRATIVE) TARGET",GEND_GBV_N_DSD_NARRATIVE_TARGET,TCictYHddjB,"Number of people receiving post-GBV care"
"GEND_GBV (N, TA_NARRATIVE) TARGET: GBV Care","GEND_GBV (N, TA_NARRATIVE) TARGET",GEND_GBV_N_TA_NARRATIVE_TARGET,t9Y2Ad63Zzc,"Number of people receiving post-GBV care"
"HRH_PRE (N, NoApp_NARRATIVE) TARGET: Graduates by Cadre","HRH_PRE (N, NoApp_NARRATIVE) TARGET",HRH_PRE_N_NoApp_NARRATIVE_TARGET,OFb27LwmOkJ,"Number of new health workers who graduated from a pre-service training institution or program as a result of PEPFAR-supported strengthening efforts, within the reporting period, by select cadre"
"HTS_TST (N, DSD_NARRATIVE) TARGET: HTS received results","HTS_TST (N, DSD_NARRATIVE) TARGET",HTC_TST_N_DSD_NARRATIVE_TARGET,AszwSRkm3Nl,"Number of individuals who received HTC services and received their test results during the PEPFAR reporting period."
"HTS_TST (N, TA_NARRATIVE) TARGET: HTS received results","HTS_TST (N, TA_NARRATIVE) TARGET",HTC_TST_N_TA_NARRATIVE_TARGET,lBfHuLyTQVE,"Number of individuals who received HTC services and received their test results during the PEPFAR reporting period."
"KP_MAT (N, DSD_NARRATIVE) TARGET: PWID on MAT","KP_MAT (N, DSD_NARRATIVE) TARGET",KP_MAT_N_DSD_NARRATIVE_TARGET,zfuQWlA4lxD,"Number of people who inject drugs (PWID) on MAT"
"KP_MAT (N, TA_NARRATIVE) TARGET: PWID on MAT","KP_MAT (N, TA_NARRATIVE) TARGET",KP_MAT_N_TA_NARRATIVE_TARGET,qkHoqKFr9ad,"Number of people who inject drugs (PWID) on MAT"
"KP_PREV (N, DSD_NARRATIVE) TARGET: Key Pop Preventive","KP_PREV (N, DSD_NARRATIVE) TARGET",KP_PREV_N_DSD_NARRATIVE_TARGET,hNIOQ3f7U6x,"Number of key populations reached with individual and/or small group level preventive interventions that are based on evidence and/or meet the minimum standards required"
"KP_PREV (N, TA_NARRATIVE) TARGET: Key Pop Preventive","KP_PREV (N, TA_NARRATIVE) TARGET",KP_PREV_N_TA_NARRATIVE_TARGET,BqWXPRSNsOo,"Number of key populations reached with individual and/or small group level preventive interventions that are based on evidence and/or meet the minimum standards required"
"LAB_PTCQI (N, NoApp_NARRATIVE) TARGET: LabSurvey","LAB_PTCQI (N, NoApp_NARRATIVE) TARGET",LAB_PTCQI_N_NoApp_NARRATIVE_TARGET,gZZJbD43jd2,Accreditation
"OVC_SERV (N, DSD_NARRATIVE) TARGET: Beneficiaries Served","OVC_SERV (N, DSD_NARRATIVE) TARGET",OVC_SERV_N_DSD_NARRATIVE_TARGET,hENDDXsXSYv,"Number of active beneficiaries served by PEPFAR programs for children and families affected by HIV/AIDS."
"OVC_SERV (N, TA_NARRATIVE) TARGET: Beneficiaries Served","OVC_SERV (N, TA_NARRATIVE) TARGET",OVC_SERV_N_TA_NARRATIVE_TARGET,yCxB0DAlvgi,"Number of active beneficiaries served by PEPFAR programs for children and families affected by HIV/AIDS."
"PMTCT_ART (N, DSD_NARRATIVE) TARGET: ARVs","PMTCT_ART (N, DSD_NARRATIVE) TARGET",PMTCT_ARV_N_DSD_NARRATIVE_TARGET,g8gm86GMsnf,"Number of HIV-positive pregnant women who received ART to reduce risk of mother-to-child-transmission during pregnancy."
"PMTCT_ART (N, TA_NARRATIVE) TARGET: ARVs","PMTCT_ART (N, TA_NARRATIVE) TARGET",PMTCT_ARV_N_TA_NARRATIVE_TARGET,FTAK0l4GoxR,"Number of HIV-positive pregnant women who received ART to reduce risk of mother-to-child-transmission during pregnancy."
"PMTCT_EID (N, DSD_NARRATIVE) TARGET: Infant Testing","PMTCT_EID (N, DSD_NARRATIVE) TARGET",PMTCT_EID_N_DSD_NARRATIVE_TARGET,MwIW11C0WJ0,"Number of infants who had a virologic HIV test within 12 months of birth during the reporting period."
"PMTCT_EID (N, TA_NARRATIVE) TARGET: Infant Testing","PMTCT_EID (N, TA_NARRATIVE) TARGET",PMTCT_EID_N_TA_NARRATIVE_TARGET,gXDT7AaAWS1,"Number of infants who had a virologic HIV test within 12 months of birth during the reporting period."
"PMTCT_STAT (N, DSD_NARRATIVE) TARGET: Known Results","PMTCT_STAT (N, DSD_NARRATIVE) TARGET",PMTCT_STAT_N_DSD_NARRATIVE_TARGET,M2mpyosW22O,"Number of pregnant women with known HIV status (includes those who already knew their HIV status prior to ANC)"
"PMTCT_STAT (N, TA_NARRATIVE) TARGET: Known Results","PMTCT_STAT (N, TA_NARRATIVE) TARGET",PMTCT_STAT_N_TA_NARRATIVE_TARGET,LiyIXa8g9Jp,"Number of pregnant women with known HIV status (includes those who already knew their HIV status prior to ANC)"
"PP_PREV (N, DSD_NARRATIVE) TARGET: HIV Prevention Program","PP_PREV (N, DSD_NARRATIVE) TARGET",PP_PREV_N_DSD_NARRATIVE_TARGET,OgfvNuoHrE9,"Number of each priority population who completed a standardized HIV prevention program including the specified minimum components during the reporting period"
"PP_PREV (N, TA_NARRATIVE) TARGET: HIV Prevention Program","PP_PREV (N, TA_NARRATIVE) TARGET",PP_PREV_N_TA_NARRATIVE_TARGET,MIE0LpWuOzE,"Number of each priority population who completed a standardized HIV prevention program including the specified minimum components during the reporting period"
"PrEP_NEW (N, DSD_NARRATIVE) TARGET: Newly Enrolled PrEP","PrEP_NEW (N, DSD_NARRATIVE) TARGET",PrEP_NEW_N_DSD_NARRATIVE_TARGET,MfIObZcfn3Y,"Number of individuals who have been newly enrolled on antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection"
"PrEP_NEW (N, TA_NARRATIVE) TARGET: Newly Enrolled PrEP","PrEP_NEW (N, TA_NARRATIVE) TARGET",PrEP_NEW_N_TA_NARRATIVE_TARGET,fH43Ve77RMl,"Number of individuals who have been newly enrolled on antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection"
"TB_ART (N, DSD_NARRATIVE) TARGET: TB/HIV on ART","TB_ART (N, DSD_NARRATIVE) TARGET",TB_ART_N_DSD_NARRATIVE_TARGET,diaXaUfnYGm,"Number of TB cases with documented HIV-positive status who start or continue ART during the reporting period."
"TB_ART (N, TA_NARRATIVE) TARGET: TB/HIV on ART","TB_ART (N, TA_NARRATIVE) TARGET",TB_ART_N_TA_NARRATIVE_TARGET,G7fse5VeFkA,"Number of TB cases with documented HIV-positive status who start or continue ART during the reporting period."
"TB_PREV (N, DSD_NARRATIVE) TARGET: IPT","TB_PREV (N, DSD_NARRATIVE) TARGET",TB_PREV_N_DSD_NARRATIVE_TARGET,nNVVPJ4HBaj,"The number of ART patients who completed a course of TB preventive therapy or at least 6 months of Isoniazid Preventive Therapy (IPT) during the reporting period"
"TB_PREV (N, TA_NARRATIVE) TARGET: IPT","TB_PREV (N, TA_NARRATIVE) TARGET",TB_PREV_N_TA_NARRATIVE_TARGET,i1yJ9hH8m4K,"The number of ART patients who completed a course of TB preventive therapy or at least 6 months of Isoniazid Preventive Therapy (IPT) during the reporting period"
"TB_STAT (N, DSD_NARRATIVE) TARGET: New/Relapsed TB with HIV","TB_STAT (N, DSD_NARRATIVE) TARGET",TB_STAT_N_DSD_NARRATIVE_TARGET,bfbutyZWFef,"Number of registered new and relapsed TB cases with documented HIV status, during the reporting period."
"TB_STAT (N, TA_NARRATIVE) TARGET: New/Relapsed TB with HIV","TB_STAT (N, TA_NARRATIVE) TARGET",TB_STAT_N_TA_NARRATIVE_TARGET,B53yDnKSgjQ,"Number of registered new and relapsed TB cases with documented HIV status, during the reporting period."
"TX_CURR (N, DSD_NARRATIVE) TARGET: Receiving ART","TX_CURR (N, DSD_NARRATIVE) TARGET",TX_CURR_N_DSD_NARRATIVE_TARGET,l9zJ4agOaPL,"Number of adults and children currently receiving antiretroviral therapy (ART)"
"TX_CURR (N, TA_NARRATIVE) TARGET: Receiving ART","TX_CURR (N, TA_NARRATIVE) TARGET",TX_CURR_N_TA_NARRATIVE_TARGET,c3gSdCDhSX2,"Number of adults and children currently receiving antiretroviral therapy (ART)"
"TX_NEW (N, DSD_NARRATIVE) TARGET: New on ART","TX_NEW (N, DSD_NARRATIVE) TARGET",TX_NEW_N_DSD_NARRATIVE_TARGET,AiqC7fMorHl,"Number of adults and children newly enrolled on antiretroviral therapy (ART)"
"TX_NEW (N, TA_NARRATIVE) TARGET: New on ART","TX_NEW (N, TA_NARRATIVE) TARGET",TX_NEW_N_TA_NARRATIVE_TARGET,PJc5gmdiYIs,"Number of adults and children newly enrolled on antiretroviral therapy (ART)"
"TX_PVLS (N, DSD_NARRATIVE) TARGET: 12 Months Viral Load < 1000","TX_PVLS (N, DSD_NARRATIVE) TARGET",TX_PVLS_N_DSD_NARRATIVE_TARGET,M8nGzNYjZrE,"Number of adults and pediatric patients on ART with suppressed viral load results (<1,000 copies/ml) documented in the medical records and/or supporting laboratory results within the past 12 months."
"TX_PVLS (N, TA_NARRATIVE) TARGET: 12 Months Viral Load < 1000","TX_PVLS (N, TA_NARRATIVE) TARGET",TX_PVLS_N_TA_NARRATIVE_TARGET,S5l4WZcMHWB,"Number of adults and pediatric patients on ART with suppressed viral load results (<1,000 copies/ml) documented in the medical records and/or supporting laboratory results within the past 12 months."
"TX_RET (N, DSD_NARRATIVE) TARGET: Alive at 12 mo. after initiating ART","TX_RET (N, DSD_NARRATIVE) TARGET",TX_RET_N_DSD_NARRATIVE_TARGET,uW9b7dm5Slr,"Number of adults and children who are still alive and on treatment at 12, 24, and 36 months after initiating ART"
"TX_RET (N, TA_NARRATIVE) TARGET: Alive at 12 mo. after initiating ART","TX_RET (N, TA_NARRATIVE) TARGET",TX_RET_N_TA_NARRATIVE_TARGET,lrfqG5TEtfe,"Number of adults and children who are still alive and on treatment at 12, 24, and 36 months after initiating ART"
"TX_TB (N, DSD_NARRATIVE) TARGET: TB Screening","TX_TB (N, DSD_NARRATIVE) TARGET",TX_TB_N_DSD_NARRATIVE_TARGET,fP9C3DcLQrW,"Number of ART patients who were started on TB treatment during the reporting period"
"TX_TB (N, TA_NARRATIVE) TARGET: TB Screening","TX_TB (N, TA_NARRATIVE) TARGET",TX_TB_N_TA_NARRATIVE_TARGET,vOsMaB8IOvP,"Number of ART patients who were started on TB treatment during the reporting period"
"VMMC_CIRC (N, DSD_NARRATIVE) TARGET: Voluntary Circumcised","VMMC_CIRC (N, DSD_NARRATIVE) TARGET",VMMC_CIRC_N_DSD_NARRATIVE_TARGET,JlUZDARfngB,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the preporting period."
"VMMC_CIRC (N, TA_NARRATIVE) TARGET: Voluntary Circumcised","VMMC_CIRC (N, TA_NARRATIVE) TARGET",VMMC_CIRC_N_TA_NARRATIVE_TARGET,qb8x25GrK3L,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the preporting period."
"HRH_PRE (N, NoApp, Grad Cadre) TARGET: Graduates by Cadre","HRH_PRE (N, NoApp, Grad Cadre) TARGET",HRH_PRE_N_NoApp_Grad_Cadre_TARGET,JXpyLxThmYK,"Number of new health workers who graduated from a pre-service training institution or program as a result of PEPFAR-supported strengthening efforts, within the reporting period, by select cadre"
"IMPATT.HIV_PREV (NAT)","IMPATT.HIV_PREV (NAT)",IMPATT.HIV_PREV_NAT,mfeYL1QhOhm,"HIV PREVALENCE ESTIMATE"
"IMPATT.HIV_PREV (NAT, Age/Sex)","IMPATT.HIV_PREV (NAT, Age/Sex)",IMPATT.HIV_PREV_NAT_Age_Sex,XKjda7QwLeA,"HIV PREVALENCE ESTIMATE"
"IMPATT.HIV_PREV (NAT, Sex)","IMPATT.HIV_PREV (NAT, Sex)",IMPATT.HIV_PREV_NAT_Sex,G2pl9t5rfb9,"HIV PREVALENCE ESTIMATE"
"IMPATT.PLHIV (NAT)","IMPATT.PLHIV (NAT)",IMPATT.PLHIV_NAT,Rom79qVjNVb,"The number of adults and children living with HIV"
"IMPATT.PLHIV (NAT, Age/Sex)","IMPATT.PLHIV (NAT, Age/Sex)",IMPATT.PLHIV_NAT_Age_Sex,hkQt8JK5KnK,"The number of adults and children living with HIV"
"IMPATT.PLHIV (NAT, Sex)","IMPATT.PLHIV (NAT, Sex)",IMPATT.PLHIV_NAT_Sex,XvjKXOGZ1Hj,"The number of adults and children living with HIV"
"IMPATT.POP_EST (NAT)","IMPATT.POP_EST (NAT)",IMPATT.POP_EST_NAT,QGh44CQqPgq,"Midyear Population Estimate required"
"IMPATT.POP_EST (NAT, Age/Sex)","IMPATT.POP_EST (NAT, Age/Sex)",IMPATT.POP_EST_NAT_Age_Sex,FKp1iahqyE5,"Midyear Population Estimate required"
"IMPATT.POP_EST (NAT, Sex)","IMPATT.POP_EST (NAT, Sex)",IMPATT.POP_EST_NAT_Sex,vHbSBhcxmUc,"Midyear Population Estimate required"
"KP_ESTIMATES (NAT, Keypop/PositiveEstimate)","KP_ESTIMATES (NAT, Keypop/PositiveEstimate)",KP_ESTIMATES_NAT_Keypop_PositiveEstimate,docaCMMwdCH,"Estimated population size of key population by type and HIV status"
"KP_ESTIMATES (NAT, Keypop/Prevalence)","KP_ESTIMATES (NAT, Keypop/Prevalence)",KP_ESTIMATES_NAT_Keypop_Prevalence,uUgy05usCxu,"Estimated population size of key population by type and HIV status"
"KP_ESTIMATES (NAT, Keypop/TotalSizeEstimate)","KP_ESTIMATES (NAT, Keypop/TotalSizeEstimate)",KP_ESTIMATES_NAT_Keypop_TotalSizeEstimate,FJB1zjDiGse,"Estimated population size of key population by type and HIV status"
"IMPATT.HIV_PREV (SUBNAT)",IMPATT.PREVALENCE_NUM,IMPATT.HIV_PREV_SUBNAT,oaMXnW47aYP,"HIV PREVALENCE ESTIMATE"
"IMPATT.HIV_PREV (SUBNAT, Age/Sex)","IMPATT.HIV_PREV (SUBNAT, Age/Sex)",IMPATT.HIV_PREV_SUBNAT_Age_Sex,lJtpR5byqps,"HIV PREVALENCE ESTIMATE"
"IMPATT.HIV_PREV (SUBNAT, Sex)","IMPATT.HIV_PREV (SUBNAT, Sex)",IMPATT.HIV_PREV_SUBNAT_Sex,T0Ol7W7IYHW,"HIV PREVALENCE ESTIMATE"
