dataelement,shortname,code,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid
"PMTCT_ARV_SUBNAT (D, SUBNAT) TARGET: ARVs","PMTCT_ARV_SUBNAT (D, SUBNAT) TARGET",PMTCT_ARV_SUBNAT_D_SUBNAT_TARGET,eJaChfuqUTs,"Number of HIV-positive pregnant women who received antiretrovirals to reduce risk of mother-to-child-transmission",default,HllvX50cXC0,HllvX50cXC0
"PMTCT_ARV_SUBNAT (N, SUBNAT, NewExistingArt) TARGET: ARVs","PMTCT_ARV_SUBNAT (N, SUBNAT, NewExistArt) TARGET",PMTCT_ARV_SUBNAT_N_SUBNAT_NewExistArt_TARGET,HVBf6Sgi6Jk,"Number of HIV-positive pregnant women who received antiretrovirals to reduce risk of mother-to-child-transmission","Life-long ART, Already",pHpFZ8cqTXF,pHpFZ8cqTXF
"PMTCT_ARV_SUBNAT (N, SUBNAT, NewExistingArt) TARGET: ARVs","PMTCT_ARV_SUBNAT (N, SUBNAT, NewExistArt) TARGET",PMTCT_ARV_SUBNAT_N_SUBNAT_NewExistArt_TARGET,HVBf6Sgi6Jk,"Number of HIV-positive pregnant women who received antiretrovirals to reduce risk of mother-to-child-transmission","Life-long ART, New",Z39DcSv0Sa4,Z39DcSv0Sa4
"PMTCT_ARV_SUBNAT (N, SUBNAT, NewExistingArt) TARGET: ARVs","PMTCT_ARV_SUBNAT (N, SUBNAT, NewExistArt) TARGET",PMTCT_ARV_SUBNAT_N_SUBNAT_NewExistArt_TARGET,HVBf6Sgi6Jk,"Number of HIV-positive pregnant women who received antiretrovirals to reduce risk of mother-to-child-transmission","Other - ART",ilQBEYy68Ul,ilQBEYy68Ul
"PMTCT_STAT_SUBNAT (D, SUBNAT) TARGET: Known Results","PMTCT_STAT_SUBNAT (D, SUBNAT) TARGET",PMTCT_STAT_SUBNAT_D_SUBNAT_TARGET,RM8gRoxtsNw,"Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.",default,HllvX50cXC0,HllvX50cXC0
"PMTCT_STAT_SUBNAT (N, SUBNAT, KnownNewPosNewNeg) TARGET: Known Results","PMTCT_STAT_SUBNAT (N, SUBNAT, KnownPosNeg) TARGET",PMTCT_STAT_SUBNAT_N_SUBNAT_KnownPosNeg_TARGET,tAE7ZD7p9zu,"Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.","Known at Entry Positive",g2AcKVKFFTR,g2AcKVKFFTR
"PMTCT_STAT_SUBNAT (N, SUBNAT, KnownNewPosNewNeg) TARGET: Known Results","PMTCT_STAT_SUBNAT (N, SUBNAT, KnownPosNeg) TARGET",PMTCT_STAT_SUBNAT_N_SUBNAT_KnownPosNeg_TARGET,tAE7ZD7p9zu,"Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.","Newly Identified Negative",FwRU6E2C5kt,FwRU6E2C5kt
"PMTCT_STAT_SUBNAT (N, SUBNAT, KnownNewPosNewNeg) TARGET: Known Results","PMTCT_STAT_SUBNAT (N, SUBNAT, KnownPosNeg) TARGET",PMTCT_STAT_SUBNAT_N_SUBNAT_KnownPosNeg_TARGET,tAE7ZD7p9zu,"Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.","Newly Identified Positive",skZHj1KgCFs,skZHj1KgCFs
"PMTCT_STAT_SUBNAT (N, SUBNAT) TARGET: Known Results","PMTCT_STAT_SUBNAT (N, SUBNAT) TARGET",PMTCT_STAT_SUBNAT_N_SUBNAT_TARGET,bWlpuel5QnH,"Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.",default,HllvX50cXC0,HllvX50cXC0
"TX_CURR_SUBNAT (N, SUBNAT, Age/Sex) TARGET: Receiving ART","TX_CURR_SUBNAT (N, SUBNAT, Age/Sex) TARGET",TX_CURR_SUBNAT_N_SUBNAT_Age_Sex_TARGET,KeIo9JZPFIC,"Number of adults and children currently receiving antiretroviral therapy (ART)","<15, Female",Pv51tDz8wHc,Pv51tDz8wHc
"TX_CURR_SUBNAT (N, SUBNAT, Age/Sex) TARGET: Receiving ART","TX_CURR_SUBNAT (N, SUBNAT, Age/Sex) TARGET",TX_CURR_SUBNAT_N_SUBNAT_Age_Sex_TARGET,KeIo9JZPFIC,"Number of adults and children currently receiving antiretroviral therapy (ART)","15+, Female",NxWS31FH6DC,NxWS31FH6DC
"TX_CURR_SUBNAT (N, SUBNAT, Age/Sex) TARGET: Receiving ART","TX_CURR_SUBNAT (N, SUBNAT, Age/Sex) TARGET",TX_CURR_SUBNAT_N_SUBNAT_Age_Sex_TARGET,KeIo9JZPFIC,"Number of adults and children currently receiving antiretroviral therapy (ART)","<15, Male",sGE1IjFYNjF,sGE1IjFYNjF
"TX_CURR_SUBNAT (N, SUBNAT, Age/Sex) TARGET: Receiving ART","TX_CURR_SUBNAT (N, SUBNAT, Age/Sex) TARGET",TX_CURR_SUBNAT_N_SUBNAT_Age_Sex_TARGET,KeIo9JZPFIC,"Number of adults and children currently receiving antiretroviral therapy (ART)","15+, Male",aXiCuDLkhT1,aXiCuDLkhT1
"TX_CURR_SUBNAT (N, SUBNAT) TARGET: Receiving ART","TX_CURR_SUBNAT (N, SUBNAT) TARGET",TX_CURR_SUBNAT_N_SUBNAT_TARGET,qjBMdjQFy26,"Number of adults and children currently receiving antiretroviral therapy (ART)",default,HllvX50cXC0,HllvX50cXC0
"VMMC_CIRC_SUBNAT (N, SUBNAT, Age) TARGET: Voluntary Circumcised","VMMC_CIRC_SUBNAT (N, SUBNAT, Age) TARGET",VMMC_CIRC_SUBNAT_N_SUBNAT_Age_TARGET,N4gxW4jgIBt,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",<15,tm6PnSayVyH,tm6PnSayVyH
"VMMC_CIRC_SUBNAT (N, SUBNAT, Age) TARGET: Voluntary Circumcised","VMMC_CIRC_SUBNAT (N, SUBNAT, Age) TARGET",VMMC_CIRC_SUBNAT_N_SUBNAT_Age_TARGET,N4gxW4jgIBt,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",15-29,dqUIPU5TbnC,dqUIPU5TbnC
"VMMC_CIRC_SUBNAT (N, SUBNAT, Age) TARGET: Voluntary Circumcised","VMMC_CIRC_SUBNAT (N, SUBNAT, Age) TARGET",VMMC_CIRC_SUBNAT_N_SUBNAT_Age_TARGET,N4gxW4jgIBt,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",30+,V8t2xuQAlvT,V8t2xuQAlvT
"VMMC_CIRC_SUBNAT (N, SUBNAT) TARGET: Voluntary Circumcised","VMMC_CIRC_SUBNAT (N, SUBNAT) TARGET",VMMC_CIRC_SUBNAT_N_SUBNAT_TARGET,KA5Wu5V4glc,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",default,HllvX50cXC0,HllvX50cXC0
"VMMC_TOTALCIRC_SUBNAT (N, SUBNAT, Age) TARGET: Voluntary Circumcised","VMMC_TOTALCIRC_SUBNAT (N, SUBNAT, Age) TARGET",VMMC_TOTALCIRC_SUBNAT_N_SUBNAT_Age_TARGET,tIzTB9vtOCK,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",<15,tm6PnSayVyH,tm6PnSayVyH
"VMMC_TOTALCIRC_SUBNAT (N, SUBNAT, Age) TARGET: Voluntary Circumcised","VMMC_TOTALCIRC_SUBNAT (N, SUBNAT, Age) TARGET",VMMC_TOTALCIRC_SUBNAT_N_SUBNAT_Age_TARGET,tIzTB9vtOCK,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",15-29,dqUIPU5TbnC,dqUIPU5TbnC
"VMMC_TOTALCIRC_SUBNAT (N, SUBNAT, Age) TARGET: Voluntary Circumcised","VMMC_TOTALCIRC_SUBNAT (N, SUBNAT, Age) TARGET",VMMC_TOTALCIRC_SUBNAT_N_SUBNAT_Age_TARGET,tIzTB9vtOCK,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",30+,V8t2xuQAlvT,V8t2xuQAlvT
"VMMC_TOTALCIRC_SUBNAT (N, SUBNAT) TARGET: Voluntary Circumcised","VMMC_TOTALCIRC_SUBNAT (N, SUBNAT) TARGET",VMMC_TOTALCIRC_SUBNAT_N_SUBNAT_TARGET,GyG0eMTf8tZ,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",default,HllvX50cXC0,HllvX50cXC0
"DIAGNOSED_NAT (N, NAT, Age/Sex) TARGET: HIV Known Status","DIAGNOSED_NAT (N, NAT, Age/Sex) TARGET",DIAGNOSED_NAT_N_NAT_Age_Sex_TARGET,Yqmh2k2yd41,"Number of people living with HIV who know their status","<15, Female",Pv51tDz8wHc,Pv51tDz8wHc
"DIAGNOSED_NAT (N, NAT, Age/Sex) TARGET: HIV Known Status","DIAGNOSED_NAT (N, NAT, Age/Sex) TARGET",DIAGNOSED_NAT_N_NAT_Age_Sex_TARGET,Yqmh2k2yd41,"Number of people living with HIV who know their status","15+, Female",NxWS31FH6DC,NxWS31FH6DC
"DIAGNOSED_NAT (N, NAT, Age/Sex) TARGET: HIV Known Status","DIAGNOSED_NAT (N, NAT, Age/Sex) TARGET",DIAGNOSED_NAT_N_NAT_Age_Sex_TARGET,Yqmh2k2yd41,"Number of people living with HIV who know their status","<15, Male",sGE1IjFYNjF,sGE1IjFYNjF
"DIAGNOSED_NAT (N, NAT, Age/Sex) TARGET: HIV Known Status","DIAGNOSED_NAT (N, NAT, Age/Sex) TARGET",DIAGNOSED_NAT_N_NAT_Age_Sex_TARGET,Yqmh2k2yd41,"Number of people living with HIV who know their status","15+, Male",aXiCuDLkhT1,aXiCuDLkhT1
"DIAGNOSED_NAT (N, NAT, Sex) TARGET: HIV Known Status","DIAGNOSED_NAT (N, NAT, Sex) TARGET",DIAGNOSED_NAT_N_NAT_Sex_TARGET,brInmpKZ1wR,"Number of people living with HIV who know their status",Female,bHhcxwpICvc,bHhcxwpICvc
"DIAGNOSED_NAT (N, NAT, Sex) TARGET: HIV Known Status","DIAGNOSED_NAT (N, NAT, Sex) TARGET",DIAGNOSED_NAT_N_NAT_Sex_TARGET,brInmpKZ1wR,"Number of people living with HIV who know their status",Male,pKlxpSVb56h,pKlxpSVb56h
"DIAGNOSED_NAT (N, NAT) TARGET: HIV Known Status","DIAGNOSED_NAT (N, NAT) TARGET",DIAGNOSED_NAT_N_NAT_TARGET,UNXILkMuVZz,"Number of people living with HIV who know their status",default,HllvX50cXC0,HllvX50cXC0
"KP_MAT_NAT (N, NAT, Sex) TARGET: PWID on MAT","KP_MAT_NAT (N, NAT, Sex) TARGET",KP_MAT_N_NAT_Sex_TARGET,LGyQUwuK3lp,"Number of people who inject drugs (PWID) on medication assisted therapy (MAT) for at least 6 months",Female,bHhcxwpICvc,bHhcxwpICvc
"KP_MAT_NAT (N, NAT, Sex) TARGET: PWID on MAT","KP_MAT_NAT (N, NAT, Sex) TARGET",KP_MAT_N_NAT_Sex_TARGET,LGyQUwuK3lp,"Number of people who inject drugs (PWID) on medication assisted therapy (MAT) for at least 6 months",Male,pKlxpSVb56h,pKlxpSVb56h
"KP_MAT_NAT (N, NAT) TARGET: PWID on MAT","KP_MAT_NAT (N, NAT) TARGET",KP_MAT_N_NAT_TARGET,SZQPSyIdHpr,"Number of people who inject drugs (PWID) on medication assisted therapy (MAT) for at least 6 months",default,HllvX50cXC0,HllvX50cXC0
"PMTCT_ARV_NAT (D, NAT) TARGET: ARVs","PMTCT_ARV_NAT (D, NAT) TARGET",PMTCT_ARV_D_NAT_TARGET,OGIOaxtwtu7,"Number of HIV-positive pregnant women who received antiretrovirals to reduce risk of mother-to-child-transmission",default,HllvX50cXC0,HllvX50cXC0
"PMTCT_ARV_NAT (N, NAT, NewExistingArt) TARGET: ARVs","PMTCT_ARV_NAT (N, NAT, NewExistArt) TARGET",PMTCT_ARV_NAT_N_NAT_NewExistArt_TARGET,JGdLIsOJBgT,"Number of HIV-positive pregnant women who received antiretrovirals to reduce risk of mother-to-child-transmission","Life-long ART, Already",pHpFZ8cqTXF,pHpFZ8cqTXF
"PMTCT_ARV_NAT (N, NAT, NewExistingArt) TARGET: ARVs","PMTCT_ARV_NAT (N, NAT, NewExistArt) TARGET",PMTCT_ARV_NAT_N_NAT_NewExistArt_TARGET,JGdLIsOJBgT,"Number of HIV-positive pregnant women who received antiretrovirals to reduce risk of mother-to-child-transmission","Life-long ART, New",Z39DcSv0Sa4,Z39DcSv0Sa4
"PMTCT_ARV_NAT (N, NAT, NewExistingArt) TARGET: ARVs","PMTCT_ARV_NAT (N, NAT, NewExistArt) TARGET",PMTCT_ARV_NAT_N_NAT_NewExistArt_TARGET,JGdLIsOJBgT,"Number of HIV-positive pregnant women who received antiretrovirals to reduce risk of mother-to-child-transmission","Other - ART",ilQBEYy68Ul,ilQBEYy68Ul
"PMTCT_STAT_NAT (D, NAT) TARGET: Known Results","PMTCT_STAT_NAT (D, NAT) TARGET",PMTCT_STAT_D_NAT_TARGET,wWCPwnSeheY,"Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.",default,HllvX50cXC0,HllvX50cXC0
"PMTCT_STAT_NAT (N, NAT, KnownNewPosNewNeg) TARGET: Known Results","PMTCT_STAT_NAT (N, NAT, KnownPosNeg) TARGET",PMTCT_STAT_NAT_N_NAT_KnownPosNeg_TARGET,tnJjYp1VPJ7,"Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.","Known at Entry Positive",g2AcKVKFFTR,g2AcKVKFFTR
"PMTCT_STAT_NAT (N, NAT, KnownNewPosNewNeg) TARGET: Known Results","PMTCT_STAT_NAT (N, NAT, KnownPosNeg) TARGET",PMTCT_STAT_NAT_N_NAT_KnownPosNeg_TARGET,tnJjYp1VPJ7,"Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.","Newly Identified Negative",FwRU6E2C5kt,FwRU6E2C5kt
"PMTCT_STAT_NAT (N, NAT, KnownNewPosNewNeg) TARGET: Known Results","PMTCT_STAT_NAT (N, NAT, KnownPosNeg) TARGET",PMTCT_STAT_NAT_N_NAT_KnownPosNeg_TARGET,tnJjYp1VPJ7,"Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.","Newly Identified Positive",skZHj1KgCFs,skZHj1KgCFs
"PMTCT_STAT_NAT (N, NAT) TARGET: Known Results","PMTCT_STAT_NAT (N, NAT) TARGET",PMTCT_STAT_N_NAT_TARGET,N2kFiN4J7Y9,"Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.",default,HllvX50cXC0,HllvX50cXC0
"TX_CURR_NAT (N, NAT, Age/Sex) TARGET: Receiving ART","TX_CURR_NAT (N, NAT, Age/Sex) TARGET",TX_CURR_NAT_N_NAT_Age_Sex_TARGET,MCya9ihz5Yh,"Number of adults and children currently receiving antiretroviral therapy (ART)","<15, Female",Pv51tDz8wHc,Pv51tDz8wHc
"TX_CURR_NAT (N, NAT, Age/Sex) TARGET: Receiving ART","TX_CURR_NAT (N, NAT, Age/Sex) TARGET",TX_CURR_NAT_N_NAT_Age_Sex_TARGET,MCya9ihz5Yh,"Number of adults and children currently receiving antiretroviral therapy (ART)","15+, Female",NxWS31FH6DC,NxWS31FH6DC
"TX_CURR_NAT (N, NAT, Age/Sex) TARGET: Receiving ART","TX_CURR_NAT (N, NAT, Age/Sex) TARGET",TX_CURR_NAT_N_NAT_Age_Sex_TARGET,MCya9ihz5Yh,"Number of adults and children currently receiving antiretroviral therapy (ART)","<15, Male",sGE1IjFYNjF,sGE1IjFYNjF
"TX_CURR_NAT (N, NAT, Age/Sex) TARGET: Receiving ART","TX_CURR_NAT (N, NAT, Age/Sex) TARGET",TX_CURR_NAT_N_NAT_Age_Sex_TARGET,MCya9ihz5Yh,"Number of adults and children currently receiving antiretroviral therapy (ART)","15+, Male",aXiCuDLkhT1,aXiCuDLkhT1
"TX_CURR_NAT (N, NAT, Sex) TARGET: Receiving ART","TX_CURR_NAT (N, NAT, Sex) TARGET",TX_CURR_N_NAT_Sex_TARGET,Kx6zjHMU71y,"Number of adults and children currently receiving antiretroviral therapy (ART)",Female,bHhcxwpICvc,bHhcxwpICvc
"TX_CURR_NAT (N, NAT, Sex) TARGET: Receiving ART","TX_CURR_NAT (N, NAT, Sex) TARGET",TX_CURR_N_NAT_Sex_TARGET,Kx6zjHMU71y,"Number of adults and children currently receiving antiretroviral therapy (ART)",Male,pKlxpSVb56h,pKlxpSVb56h
"TX_CURR_NAT (N, NAT) TARGET: Receiving ART","TX_CURR_NAT (N, NAT) TARGET",TX_CURR_N_NAT_TARGET,mxAZxVqiyHR,"Number of adults and children currently receiving antiretroviral therapy (ART)",default,HllvX50cXC0,HllvX50cXC0
"VL_SUPPRESSION_NAT (N, NAT, Age/Sex) TARGET: Suppressed Viral Load","VL_SUPPRESSION_NAT (N, NAT, Age/Sex) TARGET",VL_SUPPRESSION_NAT_N_NAT_Age_Sex_TARGET,BirpGzGPA1O,"Number of adults and children receiving antiretroviral therapy in the reporting period with suppressed viral load (i.e. ≤1000 copies)","<15, Female",Pv51tDz8wHc,Pv51tDz8wHc
"VL_SUPPRESSION_NAT (N, NAT, Age/Sex) TARGET: Suppressed Viral Load","VL_SUPPRESSION_NAT (N, NAT, Age/Sex) TARGET",VL_SUPPRESSION_NAT_N_NAT_Age_Sex_TARGET,BirpGzGPA1O,"Number of adults and children receiving antiretroviral therapy in the reporting period with suppressed viral load (i.e. ≤1000 copies)","15+, Female",NxWS31FH6DC,NxWS31FH6DC
"VL_SUPPRESSION_NAT (N, NAT, Age/Sex) TARGET: Suppressed Viral Load","VL_SUPPRESSION_NAT (N, NAT, Age/Sex) TARGET",VL_SUPPRESSION_NAT_N_NAT_Age_Sex_TARGET,BirpGzGPA1O,"Number of adults and children receiving antiretroviral therapy in the reporting period with suppressed viral load (i.e. ≤1000 copies)","<15, Male",sGE1IjFYNjF,sGE1IjFYNjF
"VL_SUPPRESSION_NAT (N, NAT, Age/Sex) TARGET: Suppressed Viral Load","VL_SUPPRESSION_NAT (N, NAT, Age/Sex) TARGET",VL_SUPPRESSION_NAT_N_NAT_Age_Sex_TARGET,BirpGzGPA1O,"Number of adults and children receiving antiretroviral therapy in the reporting period with suppressed viral load (i.e. ≤1000 copies)","15+, Male",aXiCuDLkhT1,aXiCuDLkhT1
"VL_SUPPRESSION_NAT (N, NAT, Sex) TARGET: Suppressed Viral Load","VL_SUPPRESSION_NAT (N, NAT, Sex) TARGET",VL_SUPPRESSION_NAT_N_NAT_Sex_TARGET,nWIGTXETA3I,"Number of adults and children receiving antiretroviral therapy in the reporting period with suppressed viral load (i.e. ≤1000 copies)",Female,bHhcxwpICvc,bHhcxwpICvc
"VL_SUPPRESSION_NAT (N, NAT, Sex) TARGET: Suppressed Viral Load","VL_SUPPRESSION_NAT (N, NAT, Sex) TARGET",VL_SUPPRESSION_NAT_N_NAT_Sex_TARGET,nWIGTXETA3I,"Number of adults and children receiving antiretroviral therapy in the reporting period with suppressed viral load (i.e. ≤1000 copies)",Male,pKlxpSVb56h,pKlxpSVb56h
"VL_SUPPRESSION_NAT (N, NAT) TARGET: Suppressed Viral Load","VL_SUPPRESSION_NAT (N, NAT) TARGET",VL_SUPPRESSION_NAT_N_NAT_TARGET,kldY30d6eMp,"Number of adults and children receiving antiretroviral therapy in the reporting period with suppressed viral load (i.e. ≤1000 copies)",default,HllvX50cXC0,HllvX50cXC0
"VL_SUPPRESSION_NAT (N, NAT, TestIndication) TARGET: Suppressed Viral Load","VL_SUPPRESSION_NAT (N, NAT, TestIndication) TARGET",VL_SUPPRESSION_NAT_N_NAT_TestIndication_TARGET,rT8lBcQzIG0,"Number of adults and children receiving antiretroviral therapy in the reporting period with suppressed viral load (i.e. ≤1000 copies)",Routine,oK0LTCtmgX2,oK0LTCtmgX2
"VL_SUPPRESSION_NAT (N, NAT, TestIndication) TARGET: Suppressed Viral Load","VL_SUPPRESSION_NAT (N, NAT, TestIndication) TARGET",VL_SUPPRESSION_NAT_N_NAT_TestIndication_TARGET,rT8lBcQzIG0,"Number of adults and children receiving antiretroviral therapy in the reporting period with suppressed viral load (i.e. ≤1000 copies)",Targeted,KyyB4AL3FJS,KyyB4AL3FJS
"VMMC_CIRC_NAT (N, NAT, Age) TARGET v2: Voluntary Circumcised","VMMC_CIRC_NAT (N, NAT, Age) TARGET v2",VMMC_CIRC_NAT_N_NAT_Age_TARGET_v2,eAoZWfjVTib,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",<15,tm6PnSayVyH,tm6PnSayVyH
"VMMC_CIRC_NAT (N, NAT, Age) TARGET v2: Voluntary Circumcised","VMMC_CIRC_NAT (N, NAT, Age) TARGET v2",VMMC_CIRC_NAT_N_NAT_Age_TARGET_v2,eAoZWfjVTib,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",15-29,dqUIPU5TbnC,dqUIPU5TbnC
"VMMC_CIRC_NAT (N, NAT, Age) TARGET v2: Voluntary Circumcised","VMMC_CIRC_NAT (N, NAT, Age) TARGET v2",VMMC_CIRC_NAT_N_NAT_Age_TARGET_v2,eAoZWfjVTib,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",30+,V8t2xuQAlvT,V8t2xuQAlvT
"VMMC_CIRC_NAT (N, NAT) TARGET: Voluntary Circumcised","VMMC_CIRC_NAT (N, NAT) TARGET",VMMC_CIRC_N_NAT_TARGET,BRm2a2Ccwru,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",default,HllvX50cXC0,HllvX50cXC0
"VMMC_TOTALCIRC_NAT (N, NAT, Age) TARGET: Voluntary Circumcised","VMMC_TOTALCIRC_NAT (N, NAT, Age) TARGET",VMMC_TOTALCIRC_NAT_N_NAT_Age_TARGET,g69ABSKiqW6,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",<15,tm6PnSayVyH,tm6PnSayVyH
"VMMC_TOTALCIRC_NAT (N, NAT, Age) TARGET: Voluntary Circumcised","VMMC_TOTALCIRC_NAT (N, NAT, Age) TARGET",VMMC_TOTALCIRC_NAT_N_NAT_Age_TARGET,g69ABSKiqW6,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",15-29,dqUIPU5TbnC,dqUIPU5TbnC
"VMMC_TOTALCIRC_NAT (N, NAT, Age) TARGET: Voluntary Circumcised","VMMC_TOTALCIRC_NAT (N, NAT, Age) TARGET",VMMC_TOTALCIRC_NAT_N_NAT_Age_TARGET,g69ABSKiqW6,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",30+,V8t2xuQAlvT,V8t2xuQAlvT
"VMMC_TOTALCIRC_NAT (N, NAT) TARGET: Voluntary Circumcised","VMMC_TOTALCIRC_NAT (N, NAT) TARGET",VMMC_TOTALCIRC_NAT_N_NAT_TARGET,IZx8JRBZLZP,"Number of males circumcised as part of the voluntary medical male circumcision (VMMC) for HIV prevention program within the reporting period",default,HllvX50cXC0,HllvX50cXC0
"GEND_GBV (N, DSD_NARRATIVE) TARGET: GBV Care","GEND_GBV (N, DSD_NARRATIVE) TARGET",GEND_GBV_N_DSD_NARRATIVE_TARGET,TCictYHddjB,"Number of people receiving post-GBV care",default,HllvX50cXC0,HllvX50cXC0
